run event track particle start_energy_[eV] start_x_[mm] start_y_[mm] start_z_[mm] start_t_[ns] energy_deposit_[eV] track_weight end_x_[mm] end_y_[mm] end_z_[mm] end_t_[ns]
0 0 492 phononL 0.00299874 -0.0367519 -0.672499 0.0859352 1142.73 0.00299874 1 3.76641 -6.44673 0.5 16107.8
0 0 497 phononTF 0.00239804 -1.02559 -0.324441 -0.232384 4307.59 0.00239804 1 13.2661 12.5618 -0.5 41596.1
0 0 496 phononTS 0.00557928 -1.02559 -0.324441 -0.232384 4307.59 0.00557928 1 0.767197 -1.12009 0.5 6239.74
0 0 509 phononTF 0.00378077 2.46135 3.69244 -0.469331 8665.74 0.00378077 1 2.44443 2.43241 0.5 12615.9
0 0 508 phononTS 0.00383973 2.46135 3.69244 -0.469331 8665.74 0.00383973 1 2.53913 -4.73302 -0.5 14015.2
0 0 511 phononL 0.00474113 0.605436 0.227072 -0.175326 1371.69 0.00474113 1 3.56898 -3.48894 0.5 15034.6
0 0 510 phononTF 0.00589318 0.605436 0.227072 -0.175326 1371.69 0.00589318 1 2.44492 -1.70092 0.5 6351.11
0 0 512 phononL 0.00645425 0.136377 -0.00536659 -0.304887 83.8098 0.00645425 1 0.327538 -0.716853 -0.5 355.501
0 0 523 phononL 0.00208155 7.22089 2.27046 -0.097007 26958.8 0.00208155 1 8.65898 1.52706 -0.5 27910.4
0 0 522 phononTS 0.00197583 7.22089 2.27046 -0.097007 26958.8 0.00197583 1 2.55789 1.7779 0.5 29145.3
0 0 516 phononL 0.00568488 -0.139235 0.0693261 0.0159612 183.972 0.00568488 1 -0.306958 1.09901 0.5 9334.32
0 0 514 phononTF 0.00787297 -0.0235427 -0.0117175 -0.0136197 34.1881 0.00787297 1 -0.666602 -2.37453 -0.5 3897.44
0 0 531 phononTS 0.00557045 -0.598697 -0.0736341 0.265337 590.82 0.00557045 1 2.94689 -12.8444 0.5 30548.9
0 0 530 phononTS 0.00333999 -0.598697 -0.0736341 0.265337 590.82 0.00333999 1 -4.1132 -3.217 0.5 14240.6
0 0 528 phononTS 0.00242449 -0.604456 -0.0626445 0.258183 589.259 0.00242449 1 -16.4137 -31.4775 -0.5 27938.3
0 0 533 phononL 0.00445329 -0.995284 0.942335 -0.490971 4052.36 0.00445329 1 7.75669 7.17959 0.5 41116.1
0 0 532 phononTS 0.00465261 -0.995284 0.942335 -0.490971 4052.36 0.00465261 1 12.3657 -5.38013 0.5 28551.9
0 0 541 phononTS 0.00271099 -0.132864 1.48918 0.389837 9142.86 0.00271099 1 12.6378 0.155397 0.5 16657.1
0 0 540 phononTF 0.0031868 -0.132864 1.48918 0.389837 9142.86 0.0031868 1 -3.73824 13.7607 -0.5 16403.2
0 0 538 phononTF 0.0025867 1.2075 1.12627 0.213669 7478.95 0.0025867 1 -24.2683 6.18646 0.5 35870.6
0 0 536 phononL 0.0057082 -0.0268251 -0.0306981 -0.168765 251.877 0.0057082 1 -2.40541 1.26361 0.5 4410.62
0 0 543 phononTS 0.00585273 0.615365 0.172268 0.0931805 1744.31 0.00585273 1 5.29024 -0.33601 0.5 22034.4
0 0 542 phononTS 0.00572807 0.615365 0.172268 0.0931805 1744.31 0.00572807 1 -2.35821 -10.8778 0.5 16079
